City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
624,Marovoay,MG,74.39,few clouds,-16.1,46.6333,Hôtel les Oliviers Marovoay
625,Arrecife,ES,73.38,clear sky,28.963,-13.5477,Hotel Lancelot
627,Alice Springs,AU,78.35,clear sky,-23.7,133.8833,Desert Palms Alice Springs
628,Capiata,PY,68.25,clear sky,-25.35,-57.4167,hospedagem do mineiro
631,Ankazoabo,MG,72.73,overcast clouds,-22.2833,44.5167,ENCEIN BUREAU CISCO
632,The Valley,AI,79.11,broken clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
634,Bowen,AU,80.55,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
636,Wajir,KE,80.49,light rain,1.7471,40.0573,Al-bustan Hotel And Restaurant.
637,Koungou,YT,78.51,clear sky,-12.7336,45.2042,Villa Netibor
639,Bandarbeyla,SO,80.37,few clouds,9.4942,50.8122,JABIR HOTEL
640,Camana,PE,66.92,broken clouds,-16.6228,-72.7111,Hostal Morales
643,Galesong,ID,78.82,broken clouds,-5.3166,119.3661,Sapriadi Appy
644,Pastos Bons,BR,74.44,overcast clouds,-6.6017,-44.0767,Área de lazer casa (Pucina)
645,Hirara,JP,75.47,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
647,Jipijapa,EC,76.5,scattered clouds,-1.3333,-80.5833,Hotel Los Ceibos Jipijapa
648,Morant Bay,JM,80.22,clear sky,17.8815,-76.4093,Whispering Bamboo Cove Resort
649,Lipari,IT,54.32,overcast clouds,38.4674,14.954,Hotel Villa Diana Soc. Clelia Hunziker s.a.s.
650,Daloa,CI,73.42,light rain,6.8774,-6.4502,Imans Hotel Daloa
651,Yazoo City,US,64.71,few clouds,32.8551,-90.4056,Hampton Inn Yazoo City
652,Paita,PE,69.17,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
654,Ladario,BR,70.54,clear sky,-19.0047,-57.6017,Hotel Fazenda 4 cantos
655,Eyl,SO,81.03,scattered clouds,7.9803,49.8164,Amiin Hotel
656,Sao Felix Do Xingu,BR,72.82,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
658,Srandakan,ID,82.51,overcast clouds,-7.9386,110.2506,Puri Brata
659,Mali,GN,74.61,overcast clouds,12.079,-12.2982,Hotel La Dame de Mali
661,Puerto Baquerizo Moreno,EC,74.01,light rain,-0.9,-89.6,Hotel los Algarrobos
662,Swellendam,ZA,56.5,overcast clouds,-34.0226,20.4417,De Kloof Heritage Estate boutique Hotel & SPA
664,Balkanabat,TM,52.38,scattered clouds,39.5108,54.3671,Nebitchi Hotel
667,Denpasar,ID,82.06,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
668,Guadalupe Y Calvo,MX,67.39,few clouds,26.1,-106.9667,Hotel Pizarro
669,Mandi Bahauddin,PK,77.67,clear sky,32.5834,73.4843,MBDIN SCHOOL & HOSTEL
670,Noumea,NC,84.18,scattered clouds,-22.2763,166.4572,Hôtel Le Lagon
671,Nouakchott,MR,64.33,few clouds,18.0858,-15.9785,HOTEL IMAN
673,Piacabucu,BR,79.61,broken clouds,-10.4056,-36.4344,Piaçabuçu News
675,Shunyi,CN,60.75,clear sky,40.125,116.6453,Beijing Mingchen Holiday Hotel
676,Portland,US,58.62,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
677,Bay Roberts,CA,55.15,light rain,47.5999,-53.2648,Stonewall Inn
678,Anjozorobe,MG,61.66,overcast clouds,-18.4,47.8667,Mandritsara
681,Boca Do Acre,BR,73.02,broken clouds,-8.7522,-67.3978,Hotel Sao Pedro
683,De Aar,ZA,57.47,clear sky,-30.6497,24.0123,Nyibiba Guesthouse
684,Baoying,CN,62.4,overcast clouds,33.2292,119.3092,GreenTree Alliance Yangzhou Baoying Town Huaijiang Street East Taishan Road Hotel
685,Ambagarh Chauki,IN,79.68,clear sky,20.7833,80.7167,गाँधी चौक शांति भवन सोनसाय टोला
686,Adeje,ES,76.3,haze,28.1227,-16.726,Gran Tacande Wellness & Relax
687,Mao,ES,50.56,clear sky,39.8885,4.2658,ARTIEM Capri
688,Lexington,US,50.34,clear sky,37.9887,-84.4777,DoubleTree Suites by Hilton Hotel Lexington
690,Gat,IL,84.88,scattered clouds,31.61,34.7642,OlusHome
