City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
658,Srandakan,ID,-7.9386,110.2506,82.51,77,89,2.84,overcast clouds
659,Mali,GN,12.079,-12.2982,74.61,27,90,3.74,overcast clouds
660,Hohhot,CN,40.8106,111.6522,43.09,87,0,2.24,clear sky
661,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.01,94,100,7.38,light rain
662,Swellendam,ZA,-34.0226,20.4417,56.5,87,99,2.37,overcast clouds
663,Ekimchan,RU,53.0667,132.9667,30.83,75,6,2.93,clear sky
664,Balkanabat,TM,39.5108,54.3671,52.38,87,43,2.57,scattered clouds
665,Mehamn,NO,71.0357,27.8492,39.78,96,100,13.44,overcast clouds
666,Xining,CN,36.6167,101.7667,36.72,47,7,1.54,clear sky
667,Denpasar,ID,-8.65,115.2167,82.06,88,20,4.61,few clouds
668,Guadalupe Y Calvo,MX,26.1,-106.9667,67.39,17,12,6.22,few clouds
669,Mandi Bahauddin,PK,32.5834,73.4843,77.67,23,7,4.16,clear sky
670,Noumea,NC,-22.2763,166.4572,84.18,99,50,7.52,scattered clouds
671,Nouakchott,MR,18.0858,-15.9785,64.33,85,13,15.79,few clouds
672,Nokaneng,BW,-19.6667,22.2667,66.61,88,45,5.73,scattered clouds
673,Piacabucu,BR,-10.4056,-36.4344,79.61,79,77,9.66,broken clouds
674,Chastyye,RU,57.2888,54.9728,31.21,94,100,8.37,overcast clouds
675,Shunyi,CN,40.125,116.6453,60.75,41,0,6.71,clear sky
676,Portland,US,45.5234,-122.6762,58.62,48,100,10.36,overcast clouds
677,Bay Roberts,CA,47.5999,-53.2648,55.15,89,100,11.01,light rain
678,Anjozorobe,MG,-18.4,47.8667,61.66,87,100,4.81,overcast clouds
679,Shemursha,RU,54.8866,47.5189,33.03,98,100,5.77,overcast clouds
680,Kolpashevo,RU,58.3131,82.9089,28.99,76,97,8.46,overcast clouds
681,Boca Do Acre,BR,-8.7522,-67.3978,73.02,97,69,2.89,broken clouds
682,Akureyri,IS,65.6835,-18.0878,42.73,87,100,0.0,light intensity drizzle
683,De Aar,ZA,-30.6497,24.0123,57.47,60,0,4.56,clear sky
684,Baoying,CN,33.2292,119.3092,62.4,54,100,6.69,overcast clouds
685,Ambagarh Chauki,IN,20.7833,80.7167,79.68,50,0,8.63,clear sky
686,Adeje,ES,28.1227,-16.726,76.3,27,0,20.71,haze
687,Mao,ES,39.8885,4.2658,50.56,81,0,5.75,clear sky
688,Lexington,US,37.9887,-84.4777,50.34,47,0,10.36,clear sky
689,Sangin,AF,32.0728,64.8359,69.46,47,66,9.66,broken clouds
690,Gat,IL,31.61,34.7642,84.88,11,28,20.83,scattered clouds
691,Nurobod,UZ,40.9056,69.8023,67.6,35,100,4.74,overcast clouds
